user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Parama Sigurdsen,"I work at the WORLD Policy Analysis Center at UCLA. We analyze and compare policies and legislation from all 193 UN countries to create a globally comparable picture on over 1000+ indicators. Will and his team at Industry Arabic have translated many Arabic legislation for us. We have been extremely happy with their accuracy, reasonable pricing, responsiveness, delivering on time, and willingness to take on customized requests. Working with Industry Arabic has been a pleasure. Highly recommended!",5,Valid,i work at the world policy analysis center at ucla we analyze and compare policies and legislation from all  un countries to create a globally comparable picture on over  indicators will and his team at industry arabic have translated many arabic legislation for us we have been extremely happy with their accuracy reasonable pricing responsiveness delivering on time and willingness to take on customized requests working with industry arabic has been a pleasure highly recommended,"['work', 'world', 'policy', 'analysis', 'center', 'ucla', 'analyze', 'compare', 'policies', 'legislation', ' ', 'un', 'countries', 'create', 'globally', 'comparable', 'picture', ' ', 'indicators', 'team', 'industry', 'arabic', 'translated', 'arabic', 'legislation', 'extremely', 'happy', 'accuracy', 'reasonable', 'pricing', 'responsiveness', 'delivering', 'time', 'willingness', 'customized', 'requests', 'working', 'industry', 'arabic', 'pleasure', 'highly', 'recommended']",42,0.05194805194805195,POSITIVE,77,none
Nathalie M Peutz,"I have used Industry Arabic 5 times in the past year. Each time, I received a quote for translation work within a day and a completed translation within a day or two (depending on whether it is urgent or not). The translations are excellent, and the prices are very good for this calibre of work. I highly recommend their services and will be using them again.",5,Valid,i have used industry arabic  times in the past year each time i received a quote for translation work within a day and a completed translation within a day or two depending on whether it is urgent or not the translations are excellent and the prices are very good for this calibre of work i highly recommend their services and will be using them again,"['industry', 'arabic', ' ', 'times', 'past', 'year', 'time', 'received', 'quote', 'translation', 'work', 'day', 'completed', 'translation', 'day', 'depending', 'urgent', 'translations', 'excellent', 'prices', 'good', 'calibre', 'work', 'highly', 'recommend', 'services']",26,0.045454545454545456,POSITIVE,72,none
Michael Gedeon,Strongly recommend Industry Arabic!  My small project for a personal special occasion was handled with great care and promptly.  Thank you Industry Arabic Translation Services!,5,Valid,strongly recommend industry arabic  my small project for a personal special occasion was handled with great care and promptly  thank you industry arabic translation services,"['strongly', 'recommend', 'industry', 'arabic', ' ', 'small', 'project', 'personal', 'special', 'occasion', 'handled', 'great', 'care', 'promptly', ' ', 'thank', 'industry', 'arabic', 'translation', 'services']",20,0.0,POSITIVE,52,gratitude
Kimberly Zenz,"Industry Arabic is quick, professional, helpful and on multiple occasions have gone the extra mile to help us or deliver a quick translation.  I am glad to recommend them.",5,Valid,industry arabic is quick professional helpful and on multiple occasions have gone the extra mile to help us or deliver a quick translation  i am glad to recommend them,"['industry', 'arabic', 'quick', 'professional', 'helpful', 'multiple', 'occasions', 'gone', 'extra', 'mile', 'help', 'deliver', 'quick', 'translation', ' ', 'glad', 'recommend']",17,0.034482758620689655,POSITIVE,53,none
Sara Frodge,"Industry Arabic is extremely fast, professional and easy to work with. I would recommend their services to anyone in need of Arabic translation.",5,Valid,industry arabic is extremely fast professional and easy to work with i would recommend their services to anyone in need of arabic translation,"['industry', 'arabic', 'extremely', 'fast', 'professional', 'easy', 'work', 'recommend', 'services', 'need', 'arabic', 'translation']",12,0.043478260869565216,POSITIVE,50,admiration
Ivy Estabrooke,Excellent and quick turn around!,5,Valid,excellent and quick turn around,"['excellent', 'quick', 'turn']",3,0.0,POSITIVE,42,admiration
Eric Anderson,"James is a very talented artist, good marketer, great neighbor! Love Washington Heights Neighborhood",5,Irrelevant,james is a very talented artist good marketer great neighbor love washington heights neighborhood,"['james', 'talented', 'artist', 'good', 'marketer', 'great', 'neighbor', 'love', 'washington', 'heights', 'neighborhood']",11,0.0,POSITIVE,46,admiration
Jodie Rosenberg,"10/10 would recommend shopping at Lat & Lo, they are the BEST Coordinates Company around! They have AMAZING Jewelry that WILL NOT tarnish, fast shipping and their customer service is just impeccable. I would HIGHLY recommend buying their jewelry, I always do. I even buy my friends jewelry pieces, whether it be for a wedding present, a birthday, graduation or even a baby shower. Lat & Lo specializes in sentimental. They definitely know what they are doing! BEST COMPANY EVER! ❤️",5,Ad, would recommend shopping at lat  lo they are the best coordinates company around they have amazing jewelry that will not tarnish fast shipping and their customer service is just impeccable i would highly recommend buying their jewelry i always do i even buy my friends jewelry pieces whether it be for a wedding present a birthday graduation or even a baby shower lat  lo specializes in sentimental they definitely know what they are doing best company ever ,"[' ', 'recommend', 'shopping', 'lat', ' ', 'lo', 'best', 'coordinates', 'company', 'amazing', 'jewelry', 'tarnish', 'fast', 'shipping', 'customer', 'service', 'impeccable', 'highly', 'recommend', 'buying', 'jewelry', 'buy', 'friends', 'jewelry', 'pieces', 'wedding', 'present', 'birthday', 'graduation', 'baby', 'shower', 'lat', ' ', 'lo', 'specializes', 'sentimental', 'definitely', 'know', 'best', 'company']",40,0.13580246913580246,POSITIVE,77,admiration
The Boogeyman,I was gifted a beautiful necklace for a house warming gift when my gf and I bought our first home together. It was a beautiful piece and we both really loved it. It was truly a unique idea. It always makes me smile when i see it. Its amazing how something so small can hold so much sentimental value to you.,5,Irrelevant,i was gifted a beautiful necklace for a house warming gift when my gf and i bought our first home together it was a beautiful piece and we both really loved it it was truly a unique idea it always makes me smile when i see it its amazing how something so small can hold so much sentimental value to you,"['gifted', 'beautiful', 'necklace', 'house', 'warming', 'gift', 'gf', 'bought', 'home', 'beautiful', 'piece', 'loved', 'truly', 'unique', 'idea', 'makes', 'smile', 'amazing', 'small', 'hold', 'sentimental', 'value']",22,0.03278688524590164,POSITIVE,69,"admiration, love"
Chris Harper,"This company has a beautiful website and an awesome tag line ; “we make people cry”. Several months ago I purchased a birthday present for myself. I ordered the necklace with the anchor. I had the pendant engraved with my LONGITUDE AND LATITUDE of my current living address.  On the back is engraved PEACE AND LOVE.
They are very meaningful and truly cherished quality ITEMS. I will order again from the company for certain.
Chris Harper
Midlothian , VA",5,Valid,"this company has a beautiful website and an awesome tag line  we make people cry several months ago i purchased a birthday present for myself i ordered the necklace with the anchor i had the pendant engraved with my longitude and latitude of my current living address  on the back is engraved peace and love
they are very meaningful and truly cherished quality items i will order again from the company for certain
chris harper
midlothian  va","['company', 'beautiful', 'website', 'awesome', 'tag', 'line', ' ', 'people', 'cry', 'months', 'ago', 'purchased', 'birthday', 'present', 'ordered', 'necklace', 'anchor', 'pendant', 'engraved', 'longitude', 'latitude', 'current', 'living', 'address', ' ', 'engraved', 'peace', 'love', '\n', 'meaningful', 'truly', 'cherished', 'quality', 'items', 'order', 'company', 'certain', '\n', 'chris', 'harper', '\n', 'midlothian', ' ', 'va']",44,0.1518987341772152,POSITIVE,76,none
